gene_set,input_symbol,SYMBOL,ENTREZID,GENENAME
background_gse32537_all_tested_annotated_mrna,DDX1,DDX1,1653,DEAD-box helicase 1
background_gse32537_all_tested_annotated_mrna,DDX10,DDX10,1662,DEAD-box helicase 10
background_gse32537_all_tested_annotated_mrna,DDX11,DDX11,1663,DEAD/H-box helicase 11
background_gse32537_all_tested_annotated_mrna,DDX11L2,DDX11L2,84771,DEAD/H-box helicase 11 like 2 (pseudogene)
background_gse32537_all_tested_annotated_mrna,DDX18,DDX18,8886,DEAD-box helicase 18
background_gse32537_all_tested_annotated_mrna,DDX21,DDX21,9188,DExD-box helicase 21
background_gse32537_all_tested_annotated_mrna,DDX26B,DDX26B,,
background_gse32537_all_tested_annotated_mrna,DDX39A,DDX39A,10212,DExD-box helicase 39A
background_gse32537_all_tested_annotated_mrna,DDX3X,DDX3X,1654,DEAD-box helicase 3 X-linked
background_gse32537_all_tested_annotated_mrna,DDX3Y,DDX3Y,8653,DEAD-box helicase 3 Y-linked
background_gse32537_all_tested_annotated_mrna,DDX43,DDX43,55510,DEAD-box helicase 43
background_gse32537_all_tested_annotated_mrna,DDX58,DDX58,,
background_gse32537_all_tested_annotated_mrna,DDX60,DDX60,55601,DExD/H-box helicase 60
background_gse32537_all_tested_annotated_mrna,DDX60L,DDX60L,91351,DExD/H-box 60 like
background_gse32537_all_tested_annotated_mrna,DEFA1B,DEFA1B,728358,defensin alpha 1B
background_gse32537_all_tested_annotated_mrna,DEFA4,DEFA4,1669,defensin alpha 4
background_gse32537_all_tested_annotated_mrna,DEFB109P1B,DEFB109P1B,,
background_gse32537_all_tested_annotated_mrna,DEFB124,DEFB124,245937,defensin beta 124
background_gse32537_all_tested_annotated_mrna,DEFB4B,DEFB4B,100289462,defensin beta 4B
background_gse32537_all_tested_annotated_mrna,DEFT1P,DEFT1P,170949,"defensin theta 1, pseudogene"
background_gse32537_all_tested_annotated_mrna,DEGS2,DEGS2,123099,"delta 4-desaturase, sphingolipid 2"
background_gse32537_all_tested_annotated_mrna,DENND1B,DENND1B,163486,DENN domain containing 1B
background_gse32537_all_tested_annotated_mrna,DENND1C,DENND1C,79958,DENN domain containing 1C
background_gse32537_all_tested_annotated_mrna,DENND2A,DENND2A,27147,DENN domain containing 2A
background_gse32537_all_tested_annotated_mrna,DENND2C,DENND2C,163259,DENN domain containing 2C
background_gse32537_all_tested_annotated_mrna,DENND2D,DENND2D,79961,DENN domain containing 2D
background_gse32537_all_tested_annotated_mrna,DENND3,DENND3,22898,DENN domain containing 3
background_gse32537_all_tested_annotated_mrna,DENND4B,DENND4B,9909,DENN domain containing 4B
background_gse32537_all_tested_annotated_mrna,DENND5A,DENND5A,23258,DENN domain containing 5A
background_gse32537_all_tested_annotated_mrna,DENND5B,DENND5B,160518,DENN domain containing 5B
background_gse32537_all_tested_annotated_mrna,DEPDC5,DEPDC5,9681,"DEP domain containing 5, GATOR1 subcomplex subunit"
background_gse32537_all_tested_annotated_mrna,DEPTOR,DEPTOR,64798,DEP domain containing MTOR interacting protein
background_gse32537_all_tested_annotated_mrna,DERL3,DERL3,91319,derlin 3
background_gse32537_all_tested_annotated_mrna,DES,DES,1674,desmin
background_gse32537_all_tested_annotated_mrna,DESI1,DESI1,27351,desumoylating isopeptidase 1
background_gse32537_all_tested_annotated_mrna,DET1,DET1,55070,DET1 partner of COP1 E3 ubiquitin ligase
background_gse32537_all_tested_annotated_mrna,DEXI,DEXI,28955,Dexi homolog
background_gse32537_all_tested_annotated_mrna,DFNA5,DFNA5,,
background_gse32537_all_tested_annotated_mrna,DGAT1,DGAT1,8694,diacylglycerol O-acyltransferase 1
background_gse32537_all_tested_annotated_mrna,DGAT2,DGAT2,84649,diacylglycerol O-acyltransferase 2
background_gse32537_all_tested_annotated_mrna,DGCR11,DGCR11,25786,DiGeorge syndrome critical region gene 11
background_gse32537_all_tested_annotated_mrna,DGCR6,DGCR6,8214,DiGeorge syndrome critical region gene 6
background_gse32537_all_tested_annotated_mrna,DGCR6L,DGCR6L,85359,DiGeorge syndrome critical region gene 6 like
background_gse32537_all_tested_annotated_mrna,DGKA,DGKA,1606,diacylglycerol kinase alpha
background_gse32537_all_tested_annotated_mrna,DGKD,DGKD,8527,diacylglycerol kinase delta
background_gse32537_all_tested_annotated_mrna,DGKE,DGKE,8526,diacylglycerol kinase epsilon
background_gse32537_all_tested_annotated_mrna,DGKG,DGKG,1608,diacylglycerol kinase gamma
background_gse32537_all_tested_annotated_mrna,DGKH,DGKH,160851,diacylglycerol kinase eta
background_gse32537_all_tested_annotated_mrna,DHCR24,DHCR24,1718,24-dehydrocholesterol reductase
background_gse32537_all_tested_annotated_mrna,DHCR7,DHCR7,1717,7-dehydrocholesterol reductase
background_gse32537_all_tested_annotated_mrna,DHFR,DHFR,1719,dihydrofolate reductase
background_gse32537_all_tested_annotated_mrna,DHFRL1,DHFRL1,,
background_gse32537_all_tested_annotated_mrna,DHODH,DHODH,1723,dihydroorotate dehydrogenase (quinone)
background_gse32537_all_tested_annotated_mrna,DHRS1,DHRS1,115817,dehydrogenase/reductase 1
background_gse32537_all_tested_annotated_mrna,DHRS3,DHRS3,9249,dehydrogenase/reductase 3
background_gse32537_all_tested_annotated_mrna,DHRS7,DHRS7,51635,dehydrogenase/reductase 7
background_gse32537_all_tested_annotated_mrna,DHRS9,DHRS9,10170,dehydrogenase/reductase 9
background_gse32537_all_tested_annotated_mrna,DHX36,DHX36,170506,DEAH-box helicase 36
background_gse32537_all_tested_annotated_mrna,DHX40,DHX40,79665,DEAH-box helicase 40
background_gse32537_all_tested_annotated_mrna,DHX58,DHX58,79132,DExH-box helicase 58
background_gse32537_all_tested_annotated_mrna,DHX9,DHX9,1660,DExH-box helicase 9
background_gse32537_all_tested_annotated_mrna,DIAPH1,DIAPH1,1729,diaphanous related formin 1
background_gse32537_all_tested_annotated_mrna,DIAPH2,DIAPH2,1730,diaphanous related formin 2
background_gse32537_all_tested_annotated_mrna,DIAPH3,DIAPH3,81624,diaphanous related formin 3
background_gse32537_all_tested_annotated_mrna,DIEXF,DIEXF,,
background_gse32537_all_tested_annotated_mrna,DIMT1,DIMT1,27292,DIM1 rRNA methyltransferase and ribosome maturation factor
background_gse32537_all_tested_annotated_mrna,DIO2,DIO2,1734,iodothyronine deiodinase 2
background_gse32537_all_tested_annotated_mrna,DIO3,DIO3,1735,iodothyronine deiodinase 3
background_gse32537_all_tested_annotated_mrna,DIS3L,DIS3L,115752,DIS3 like exosome 3'-5' exoribonuclease
background_gse32537_all_tested_annotated_mrna,DISP1,DISP1,84976,dispatched RND transporter family member 1
background_gse32537_all_tested_annotated_mrna,DIXDC1,DIXDC1,85458,DIX domain containing 1
background_gse32537_all_tested_annotated_mrna,DKC1,DKC1,1736,dyskerin pseudouridine synthase 1
background_gse32537_all_tested_annotated_mrna,DKFZP779L1853,DKFZP779L1853,,
background_gse32537_all_tested_annotated_mrna,DKK1,DKK1,22943,dickkopf Wnt signaling pathway inhibitor 1
background_gse32537_all_tested_annotated_mrna,DKK2,DKK2,27123,dickkopf Wnt signaling pathway inhibitor 2
background_gse32537_all_tested_annotated_mrna,DKK3,DKK3,27122,dickkopf Wnt signaling pathway inhibitor 3
background_gse32537_all_tested_annotated_mrna,DLAT,DLAT,1737,dihydrolipoamide S-acetyltransferase
background_gse32537_all_tested_annotated_mrna,DLC1,DLC1,10395,DLC1 Rho GTPase activating protein
background_gse32537_all_tested_annotated_mrna,DLD,DLD,1738,dihydrolipoamide dehydrogenase
background_gse32537_all_tested_annotated_mrna,DLEC1,DLEC1,9940,DLEC1 cilia and flagella associated protein
background_gse32537_all_tested_annotated_mrna,DLEU1,DLEU1,10301,deleted in lymphocytic leukemia 1
background_gse32537_all_tested_annotated_mrna,DLEU2L,DLEU2L,79469,deleted in lymphocytic leukemia 2 like
background_gse32537_all_tested_annotated_mrna,DLG2,DLG2,1740,discs large MAGUK scaffold protein 2
background_gse32537_all_tested_annotated_mrna,DLGAP1-AS1,DLGAP1-AS1,649446,DLGAP1 antisense RNA 1
background_gse32537_all_tested_annotated_mrna,DLGAP5,DLGAP5,9787,DLG associated protein 5
background_gse32537_all_tested_annotated_mrna,DLK1,DLK1,8788,delta like non-canonical Notch ligand 1
background_gse32537_all_tested_annotated_mrna,DLL1,DLL1,28514,delta like canonical Notch ligand 1
background_gse32537_all_tested_annotated_mrna,DLL4,DLL4,54567,delta like canonical Notch ligand 4
background_gse32537_all_tested_annotated_mrna,DLX3,DLX3,1747,distal-less homeobox 3
background_gse32537_all_tested_annotated_mrna,DMBT1,DMBT1,1755,deleted in malignant brain tumors 1
background_gse32537_all_tested_annotated_mrna,DMD,DMD,1756,dystrophin
background_gse32537_all_tested_annotated_mrna,DMKN,DMKN,93099,dermokine
background_gse32537_all_tested_annotated_mrna,DMPK,DMPK,1760,DM1 protein kinase
background_gse32537_all_tested_annotated_mrna,DMRT3,DMRT3,58524,doublesex and mab-3 related transcription factor 3
background_gse32537_all_tested_annotated_mrna,DMRTC1B,DMRTC1B,728656,DMRT like family C1B
background_gse32537_all_tested_annotated_mrna,DMTF1,DMTF1,9988,cyclin D binding myb like transcription factor 1
background_gse32537_all_tested_annotated_mrna,DMXL2,DMXL2,23312,Dmx like 2
background_gse32537_all_tested_annotated_mrna,DNA2,DNA2,1763,DNA replication helicase/nuclease 2
background_gse32537_all_tested_annotated_mrna,DNAAF1,DNAAF1,123872,dynein axonemal assembly factor 1
background_gse32537_all_tested_annotated_mrna,DNAAF2,DNAAF2,55172,dynein axonemal assembly factor 2
background_gse32537_all_tested_annotated_mrna,DNAAF3,DNAAF3,352909,dynein axonemal assembly factor 3
background_gse32537_all_tested_annotated_mrna,DNAH1,DNAH1,25981,dynein axonemal heavy chain 1
background_gse32537_all_tested_annotated_mrna,DNAH10,DNAH10,196385,dynein axonemal heavy chain 10
background_gse32537_all_tested_annotated_mrna,DNAH11,DNAH11,8701,dynein axonemal heavy chain 11
background_gse32537_all_tested_annotated_mrna,DNAH12,DNAH12,201625,dynein axonemal heavy chain 12
background_gse32537_all_tested_annotated_mrna,DNAH14,DNAH14,127602,dynein axonemal heavy chain 14
background_gse32537_all_tested_annotated_mrna,DNAH2,DNAH2,146754,dynein axonemal heavy chain 2
background_gse32537_all_tested_annotated_mrna,DNAH3,DNAH3,55567,dynein axonemal heavy chain 3
background_gse32537_all_tested_annotated_mrna,DNAH5,DNAH5,1767,dynein axonemal heavy chain 5
background_gse32537_all_tested_annotated_mrna,DNAH6,DNAH6,1768,dynein axonemal heavy chain 6
background_gse32537_all_tested_annotated_mrna,DNAH7,DNAH7,56171,dynein axonemal heavy chain 7
background_gse32537_all_tested_annotated_mrna,DNAH9,DNAH9,1770,dynein axonemal heavy chain 9
background_gse32537_all_tested_annotated_mrna,DNAI1,DNAI1,27019,dynein axonemal intermediate chain 1
background_gse32537_all_tested_annotated_mrna,DNAI2,DNAI2,64446,dynein axonemal intermediate chain 2
background_gse32537_all_tested_annotated_mrna,DNAJA1,DNAJA1,3301,DnaJ heat shock protein family (Hsp40) member A1
background_gse32537_all_tested_annotated_mrna,DNAJA4,DNAJA4,55466,DnaJ heat shock protein family (Hsp40) member A4
background_gse32537_all_tested_annotated_mrna,DNAJB1,DNAJB1,3337,DnaJ heat shock protein family (Hsp40) member B1
background_gse32537_all_tested_annotated_mrna,DNAJB11,DNAJB11,51726,DnaJ heat shock protein family (Hsp40) member B11
background_gse32537_all_tested_annotated_mrna,DNAJB13,DNAJB13,374407,DnaJ heat shock protein family (Hsp40) member B13
background_gse32537_all_tested_annotated_mrna,DNAJB14,DNAJB14,79982,DnaJ heat shock protein family (Hsp40) member B14
background_gse32537_all_tested_annotated_mrna,DNAJB4,DNAJB4,11080,DnaJ heat shock protein family (Hsp40) member B4
background_gse32537_all_tested_annotated_mrna,DNAJB5,DNAJB5,25822,DnaJ heat shock protein family (Hsp40) member B5
background_gse32537_all_tested_annotated_mrna,DNAJB9,DNAJB9,4189,DnaJ heat shock protein family (Hsp40) member B9
background_gse32537_all_tested_annotated_mrna,DNAJC10,DNAJC10,54431,DnaJ heat shock protein family (Hsp40) member C10
background_gse32537_all_tested_annotated_mrna,DNAJC12,DNAJC12,56521,DnaJ heat shock protein family (Hsp40) member C12
background_gse32537_all_tested_annotated_mrna,DNAJC15,DNAJC15,29103,DnaJ heat shock protein family (Hsp40) member C15
background_gse32537_all_tested_annotated_mrna,DNAJC19,DNAJC19,131118,DnaJ heat shock protein family (Hsp40) member C19
background_gse32537_all_tested_annotated_mrna,DNAJC2,DNAJC2,27000,DnaJ heat shock protein family (Hsp40) member C2
background_gse32537_all_tested_annotated_mrna,DNAJC21,DNAJC21,134218,DnaJ heat shock protein family (Hsp40) member C21
background_gse32537_all_tested_annotated_mrna,DNAJC3,DNAJC3,5611,DnaJ heat shock protein family (Hsp40) member C3
background_gse32537_all_tested_annotated_mrna,DNAJC5B,DNAJC5B,85479,DnaJ heat shock protein family (Hsp40) member C5 beta
background_gse32537_all_tested_annotated_mrna,DNAJC8,DNAJC8,22826,DnaJ heat shock protein family (Hsp40) member C8
background_gse32537_all_tested_annotated_mrna,DNAL1,DNAL1,83544,dynein axonemal light chain 1
background_gse32537_all_tested_annotated_mrna,DNALI1,DNALI1,7802,dynein axonemal light intermediate chain 1
background_gse32537_all_tested_annotated_mrna,DNASE1L3,DNASE1L3,1776,deoxyribonuclease 1L3
background_gse32537_all_tested_annotated_mrna,DNASE2,DNASE2,1777,"deoxyribonuclease 2, lysosomal"
background_gse32537_all_tested_annotated_mrna,DNASE2B,DNASE2B,58511,deoxyribonuclease 2 beta
background_gse32537_all_tested_annotated_mrna,DND1,DND1,373863,DND microRNA-mediated repression inhibitor 1
background_gse32537_all_tested_annotated_mrna,DNER,DNER,92737,delta/notch like EGF repeat containing
background_gse32537_all_tested_annotated_mrna,DNHD1,DNHD1,144132,dynein heavy chain domain 1
background_gse32537_all_tested_annotated_mrna,DNM1,DNM1,1759,dynamin 1
background_gse32537_all_tested_annotated_mrna,DNM1P33,DNM1P33,554175,dynamin 1 pseudogene 33
background_gse32537_all_tested_annotated_mrna,DNM1P34,DNM1P34,729809,dynamin 1 pseudogene 34
background_gse32537_all_tested_annotated_mrna,DNM1P46,DNM1P46,196968,dynamin 1 pseudogene 46
background_gse32537_all_tested_annotated_mrna,DNM2,DNM2,1785,dynamin 2
background_gse32537_all_tested_annotated_mrna,DNM3,DNM3,26052,dynamin 3
background_gse32537_all_tested_annotated_mrna,DNMBP,DNMBP,23268,dynamin binding protein
background_gse32537_all_tested_annotated_mrna,DNPEP,DNPEP,23549,aspartyl aminopeptidase
background_gse32537_all_tested_annotated_mrna,DNPH1,DNPH1,10591,2'-deoxynucleoside 5'-phosphate N-hydrolase 1
background_gse32537_all_tested_annotated_mrna,DNTTIP1,DNTTIP1,116092,deoxynucleotidyltransferase terminal interacting protein 1
background_gse32537_all_tested_annotated_mrna,DNTTIP2,DNTTIP2,30836,deoxynucleotidyltransferase terminal interacting protein 2
background_gse32537_all_tested_annotated_mrna,DOC2A,DOC2A,8448,double C2 domain alpha
background_gse32537_all_tested_annotated_mrna,DOC2B,DOC2B,8447,double C2 domain beta
background_gse32537_all_tested_annotated_mrna,DOCK10,DOCK10,55619,dedicator of cytokinesis 10
background_gse32537_all_tested_annotated_mrna,DOCK11,DOCK11,139818,dedicator of cytokinesis 11
background_gse32537_all_tested_annotated_mrna,DOCK2,DOCK2,1794,dedicator of cytokinesis 2
background_gse32537_all_tested_annotated_mrna,DOCK4,DOCK4,9732,dedicator of cytokinesis 4
background_gse32537_all_tested_annotated_mrna,DOCK5,DOCK5,80005,dedicator of cytokinesis 5
background_gse32537_all_tested_annotated_mrna,DOCK6,DOCK6,57572,dedicator of cytokinesis 6
background_gse32537_all_tested_annotated_mrna,DOCK8,DOCK8,81704,dedicator of cytokinesis 8
background_gse32537_all_tested_annotated_mrna,DOCK9,DOCK9,23348,dedicator of cytokinesis 9
background_gse32537_all_tested_annotated_mrna,DOK2,DOK2,9046,docking protein 2
background_gse32537_all_tested_annotated_mrna,DOK3,DOK3,79930,docking protein 3
background_gse32537_all_tested_annotated_mrna,DOK4,DOK4,55715,docking protein 4
background_gse32537_all_tested_annotated_mrna,DOK5,DOK5,55816,docking protein 5
background_gse32537_all_tested_annotated_mrna,DOK6,DOK6,220164,docking protein 6
background_gse32537_all_tested_annotated_mrna,DOT1L,DOT1L,84444,DOT1 like histone lysine methyltransferase
background_gse32537_all_tested_annotated_mrna,DPCD,DPCD,25911,deleted in primary ciliary dyskinesia homolog (mouse)
background_gse32537_all_tested_annotated_mrna,DPCR1,DPCR1,,
background_gse32537_all_tested_annotated_mrna,DPEP2,DPEP2,64174,dipeptidase 2
background_gse32537_all_tested_annotated_mrna,DPH3,DPH3,285381,diphthamide biosynthesis 3
background_gse32537_all_tested_annotated_mrna,DPH5,DPH5,51611,diphthamide biosynthesis 5
background_gse32537_all_tested_annotated_mrna,DPH6,DPH6,89978,diphthamine biosynthesis 6
background_gse32537_all_tested_annotated_mrna,DPP10,DPP10,57628,dipeptidyl peptidase like 10
background_gse32537_all_tested_annotated_mrna,DPP3,DPP3,10072,dipeptidyl peptidase 3
background_gse32537_all_tested_annotated_mrna,DPP4,DPP4,1803,dipeptidyl peptidase 4
background_gse32537_all_tested_annotated_mrna,DPP6,DPP6,1804,dipeptidyl peptidase like 6
background_gse32537_all_tested_annotated_mrna,DPP9,DPP9,91039,dipeptidyl peptidase 9
background_gse32537_all_tested_annotated_mrna,DPPA3,DPPA3,359787,developmental pluripotency associated 3
background_gse32537_all_tested_annotated_mrna,DPPA3P2,DPPA3P2,400206,DPPA3 pseudogene 2
background_gse32537_all_tested_annotated_mrna,DPRX,DPRX,503834,divergent-paired related homeobox
background_gse32537_all_tested_annotated_mrna,DPT,DPT,1805,dermatopontin
background_gse32537_all_tested_annotated_mrna,DPY19L1,DPY19L1,23333,dpy-19 like C-mannosyltransferase 1
background_gse32537_all_tested_annotated_mrna,DPY19L2,DPY19L2,283417,dpy-19 like 2
background_gse32537_all_tested_annotated_mrna,DPY19L2P1,DPY19L2P1,554236,DPY19L2 pseudogene 1
background_gse32537_all_tested_annotated_mrna,DPY19L2P2,DPY19L2P2,349152,DPY19L2 pseudogene 2
background_gse32537_all_tested_annotated_mrna,DPY19L2P4,DPY19L2P4,442523,DPY19L2 pseudogene 4
background_gse32537_all_tested_annotated_mrna,DPY19L4,DPY19L4,286148,dpy-19 like 4
background_gse32537_all_tested_annotated_mrna,DPY30,DPY30,84661,dpy-30 histone methyltransferase complex regulatory subunit
background_gse32537_all_tested_annotated_mrna,DPYD,DPYD,1806,dihydropyrimidine dehydrogenase
background_gse32537_all_tested_annotated_mrna,DPYS,DPYS,1807,dihydropyrimidinase
background_gse32537_all_tested_annotated_mrna,DPYSL2,DPYSL2,1808,dihydropyrimidinase like 2
background_gse32537_all_tested_annotated_mrna,DPYSL3,DPYSL3,1809,dihydropyrimidinase like 3
background_gse32537_all_tested_annotated_mrna,DRAM1,DRAM1,55332,DNA damage regulated autophagy modulator 1
